,cluster_id,cluster_title,verb_list,actual_data_list,member_lemma
319,319,encode,['encode'],[['encode' '59']],['encode']
320,320,meet,"['suffer' 'run_across' 'happen' 'fit' 'fill' 'receive' 'encounter'
 'foregather' 'come_across' 'fulfill' 'converge' 'adjoin' 'gather'
 'contact' 'find' 'take_on' 'assemble' 'conform_to' 'touch' 'meet'
 'get_together' 'chance' 'match' 'fulfil' 'forgather' 'play' 'satisfy'
 'run_into' 'see' 'bump' 'cope_with']","[['encounter' '27']
 ['meet' '114']]",['encounter' 'meet']
321,321,enhance,['heighten' 'raise' 'enhance'],[['enhance' '241']],['enhance']
322,322,enrich,['enrich'],[['enrich' '29']],['enrich']
323,323,enrol,"['get_in' 'put_down' 'accede' 'come_in' 'enroll' 'participate' 'levy'
 'enter' 'move_into' 'insert' 'go_into' 'take_part' 'raise' 'infix'
 'embark' 'get_into' 'go_in' 'recruit' 'enrol' 'record' 'inscribe'
 'introduce' 'figure']","[['enrol' '496']
 ['enroll' '6']
 ['enter' '30']
 ['participate' '106']
 ['recruit' '190']]",['enrol' 'enroll' 'enter' 'participate' 'recruit']
324,324,ensue,['ensue' 'result'],[['ensue' '8']],['ensue']
325,325,imply,"['fee-tail' 'criminate' 'incriminate' 'involve' 'inculpate' 'mean'
 'implicate' 'imply' 'accuse' 'impeach' 'connote' 'entail']","[['entail' '8']
 ['implicate' '25']
 ['imply' '26']
 ['incriminate' '1']]",['entail' 'implicate' 'imply' 'incriminate']
326,326,entitle,['gentle' 'ennoble' 'entitle' 'title'],[['entitle' '4']],['entitle']
327,327,envisage,['envisage' 'imagine' 'conceive_of' 'ideate'],[['envisage' '1']],['envisage']
328,328,equate,"['compare' 'liken' 'rival' 'equalize' 'correspond' 'touch' 'equate'
 'get_even' 'be' 'equal' 'equalise' 'match']","[['equal' '2']
 ['equalize' '1']
 ['equate' '3']]",['equal' 'equalize' 'equate']
329,329,equip,['equip' 'fit_out' 'fit' 'outfit'],[['equip' '4']],['equip']
330,330,erode,['wear_away' 'erode' 'eat_away' 'gnaw' 'gnaw_at' 'fret' 'eat_at'],[['erode' '1']],['erode']
331,331,escalate,['intensify' 'escalate' 'step_up'],[['escalate' '11']],['escalate']
332,332,escape,"['head_for_the_hills' 'break_loose' 'take_to_the_woods' 'hightail_it'
 'miss' 'get_out' 'scarper' 'bunk' 'turn_tail' 'get_off' 'get_away' 'scat'
 'run' 'run_away' 'fly_the_coop' 'lam' 'break_away' 'escape' 'elude'
 'get_by']",[['escape' '71']],['escape']
333,333,evacuate,['empty' 'evacuate' 'void'],[['evacuate' '2']],['evacuate']
334,334,evade,"['skirt' 'hedge' 'bilk' 'evade' 'dodge' 'sidestep' 'circumvent' 'put_off'
 'parry' 'duck' 'elude' 'fudge']",[['evade' '18']],['evade']
335,335,excavate,['hollow' 'dig' 'unearth' 'turn_up' 'dig_up' 'excavate'],[['excavate' '1']],['excavate']
336,336,exceed,"['outgo' 'exceed' 'overstep' 'surmount' 'pass' 'excel' 'go_past' 'outdo'
 'travel_by' 'outperform' 'pass_by' 'surpass' 'outstrip' 'transcend'
 'outmatch' 'stand_out' 'go_by' 'top']","[['exceed' '57']
 ['outperform' '4']
 ['surpass' '2']]",['exceed' 'outperform' 'surpass']
337,337,excel,['excel' 'stand_out' 'surpass'],[['excel' '1']],['excel']
338,338,excise,['strike' 'excise' 'scratch' 'expunge'],[['excise' '2']],['excise']
339,339,exclude,"['leave_out' 'exclude' 'except' 'leave_off' 'keep_out' 'shut' 'debar'
 'bar' 'boot_out' 'shut_out' 'eject' 'turf_out' 'take_out' 'omit'
 'turn_out' 'chuck_out']",[['exclude' '240']],['exclude']
340,340,illustrate,['instance' 'illustrate' 'exemplify' 'represent'],"[['exemplify' '4']
 ['illustrate' '21']]",['exemplify' 'illustrate']
341,341,exfoliate,['exfoliate'],[['exfoliate' '1']],['exfoliate']
342,342,exist,['exist' 'be' 'live' 'survive' 'subsist'],[['exist' '377']],['exist']
343,343,expedite,"['expedite' 'belt_along' 'step_on_it' 'bucket_along' 'stimulate' 'quicken'
 'cannonball_along' 'hotfoot' 'travel_rapidly' 'speed' 'hasten'
 'look_sharp' 'hurry' 'hie' 'festinate' 'pelt_along' 'rush_along' 'zip'
 'race' 'speed_up' 'accelerate' 'rush' 'induce']","[['expedite' '15']
 ['hasten' '2']
 ['speed' '3']]",['expedite' 'hasten' 'speed']
344,344,experience,"['palpate' 'live' 'go_through' 'find' 'get' 'know' 'finger' 'have'
 'experience' 'see' 'receive' 'feel' 'sense']","[['experience' '82']
 ['feel' '9']]",['experience' 'feel']
345,345,experiment,['experiment' 'try_out'],[['experiment' '1']],['experiment']
346,346,explain,['explicate' 'explain' 'excuse'],[['explain' '81']],['explain']
347,347,exploit,['exploit' 'overwork' 'tap' 'work'],[['exploit' '5']],['exploit']
348,348,explore,['research' 'look' 'look_for' 'explore' 'search' 'seek'],"[['explore' '139']
 ['research' '4']
 ['search' '107']]",['explore' 'research' 'search']
349,349,export,['export'],[['export' '1']],['export']
350,350,mitigate,['palliate' 'mitigate' 'extenuate'],"[['extenuate' '1']
 ['mitigate' '57']]",['extenuate' 'mitigate']
351,351,generalize,"['infer' 'generalize' 'extrapolate' 'vulgarise' 'popularize' 'vulgarize'
 'interpolate' 'generalise' 'popularise']","[['extrapolate' '9']
 ['generalize' '29']]",['extrapolate' 'generalize']
352,352,factor,['factor_out' 'factor_in' 'factor'],[['factor' '1']],['factor']
353,353,fade,"['languish' 'fade' 'melt' 'pass_off' 'evanesce' 'fleet' 'blow_over'
 'wither' 'pass']",[['fade' '4']],['fade']
354,354,faint,['conk' 'pass_out' 'faint' 'swoon'],[['faint' '3']],['faint']
355,355,farm,['farm' 'raise' 'grow' 'produce'],[['farm' '1']],['farm']
356,356,farrow,['pig' 'farrow'],[['farrow' '6']],['farrow']
357,357,fast,['fast'],[['fast' '7']],['fast']
358,358,fatten,"['flesh_out' 'fatten' 'plump' 'fatten_up' 'fill_out' 'fat' 'fatten_out'
 'plump_out']",[['fatten' '1']],['fatten']
359,359,favor,['favor' 'prefer' 'privilege' 'favour'],"[['favor' '18']
 ['favour' '11']]",['favor' 'favour']
360,360,fear,['revere' 'venerate' 'dread' 'reverence' 'fear'],[['fear' '11']],['fear']
361,361,feature,['sport' 'feature' 'boast' 'have'],[['feature' '3']],['feature']
362,362,fee,['bung' 'tip' 'fee'],[['fee' '2']],['fee']
363,363,felt,"['mat' 'felt_up' 'finger' 'matte' 'sense' 'palpate' 'matte_up' 'mat_up'
 'feel' 'experience' 'felt' 'find' 'matt-up']",[['felt' '6']],['felt']
364,364,ferment,['sour' 'turn' 'ferment' 'work'],[['ferment' '1']],['ferment']
365,365,file,['lodge' 'file_away' 'charge' 'register' 'file'],[['file' '6']],['file']
366,366,fill,"['fulfill' 'fill_up' 'make_full' 'fulfil' 'sate' 'take' 'fill' 'satisfy'
 'meet' 'satiate' 'replete' 'occupy']",[['fill' '20']],['fill']
367,367,strain,"['try' 'tense' 'strain' 'distort' 'reach' 'tense_up' 'sieve' 'puree'
 'filter' 'sift' 'dribble' 'separate_out' 'strive' 'percolate'
 'filter_out' 'trickle' 'extend' 'stress' 'sink_in' 'filtrate' 'permeate'
 'deform']","[['filter' '2']
 ['strain' '67']]",['filter' 'strain']
368,368,finalize,['nail_down' 'finalise' 'finalize' 'settle'],[['finalize' '1']],['finalize']
369,369,finance,['finance'],[['finance' '3']],['finance']
370,370,flare,"['burst_out' 'flame' 'erupt' 'flare' 'burn_up' 'flame_up' 'break_open'
 'flare_up' 'blaze_up' 'irrupt' 'flare_out']",[['flare' '23']],['flare']
371,371,flay,['flay'],[['flay' '1']],['flay']
372,372,floor,"['shock' 'take_aback' 'floor' 'coldcock' 'deck' 'dump'
 'blow_out_of_the_water' 'ball_over' 'knock_down']",[['floor' '4']],['floor']
373,373,fluctuate,['fluctuate' 'vacillate' 'waver'],[['fluctuate' '2']],['fluctuate']
374,374,flush,"['point' 'even_out' 'sluice' 'raze' 'level_off' 'purge' 'scour'
 'dismantle' 'pull_down' 'crimson' 'rase' 'flush' 'take_down' 'level'
 'even' 'charge' 'tear_down' 'blush' 'redden']","[['flush' '7']
 ['level' '2']]",['flush' 'level']
375,375,obscure,"['hide' 'overcloud' 'mist' 'confuse' 'obliterate' 'blur' 'befog' 'veil'
 'bedim' 'cloud' 'fog' 'blot_out' 'haze_over' 'obscure' 'becloud'
 'obnubilate']","[['fog' '1']
 ['obscure' '2']]",['fog' 'obscure']
376,376,validate,['corroborate' 'formalize' 'validate' 'formalise'],"[['formalize' '1']
 ['validate' '36']]",['formalize' 'validate']
377,377,foster,['nurture' 'foster' 'further'],[['foster' '1']],['foster']
378,378,fragment,['break_up' 'fragmentize' 'fragment' 'fragmentise'],[['fragment' '2']],['fragment']
379,379,fuel,['fire' 'fuel'],[['fuel' '5']],['fuel']
380,380,function,['serve' 'officiate' 'operate' 'work' 'function' 'go' 'run'],[['function' '13']],['function']
381,381,fund,['fund'],[['fund' '106']],['fund']
382,382,funnel,['funnel'],[['funnel' '1']],['funnel']
383,383,generate,"['yield' 'give' 'return' 'father' 'bring_forth' 'render' 'sire' 'mother'
 'engender' 'get' 'generate' 'beget']",[['generate' '297']],['generate']
384,384,govern,['regularise' 'govern' 'rule' 'order' 'regularize' 'regulate'],"[['govern' '2']
 ['regularize' '1']]",['govern' 'regularize']
385,385,set,"['arrange' 'range' 'say' 'congeal' 'mark' 'correct' 'put' 'grade'
 'prescribe' 'point' 'invest' 'frame' 'localise' 'come_in' 'redact' 'tell'
 'locate' 'couch' 'coif' 'place' 'determine' 'position' 'target'
 'ordinate' 'go_under' 'limit' 'pose' 'assign' 'ordain' 'send' 'typeset'
 'lay' 'coordinate' 'aim' 'align' 'consecrate' 'gear_up' 'score'
 'fructify' 'station' 'set_up' 'countersink' 'go_down' 'localize' 'cast'
 'regularise' 'define' 'come_out' 'jell' 'adjust' 'dress' 'identify'
 'rank' 'direct' 'commit' 'post' 'regulate' 'dictate' 'rig' 'plant'
 'ready' 'enjoin' 'govern' 'site' 'set' 'coiffe' 'prepare' 'do' 'specify'
 'order' 'coiffure' 'sic' 'regularize' 'fix' 'lay_out' 'rate']","[['grade' '20']
 ['order' '7']
 ['ordinate' '1']
 ['place' '14']
 ['put' '34']
 ['set' '406']]",['grade' 'order' 'ordinate' 'place' 'put' 'set']
386,386,graze,['graze' 'pasture' 'crop' 'range' 'rake' 'browse' 'crease'],[['graze' '1']],['graze']
387,387,grind,"['fag' 'comminute' 'moil' 'labour' 'craunch' 'toil' 'dig' 'travail'
 'drudge' 'mash' 'grind' 'cranch' 'crunch' 'labor' 'grate' 'bray']",[['grind' '1']],['grind']
388,388,group,['aggroup' 'group'],[['group' '14']],['group']
389,389,grunt,['grunt'],[['grunt' '1']],['grunt']
390,390,gut,['gut'],[['gut' '2']],['gut']
391,391,halve,['halve'],[['halve' '3']],['halve']
392,392,hamper,['handicap' 'strangle' 'hinder' 'cramp' 'halter' 'hamper'],[['hamper' '23']],['hamper']
393,393,handwash,['hand-wash' 'handwash'],[['handwash' '3']],['handwash']
394,394,harbor,['hold' 'harbour' 'entertain' 'nurse' 'screen' 'harbor' 'shield'],"[['harbor' '24']
 ['harbour' '9']
 ['shield' '5']]",['harbor' 'harbour' 'shield']
395,395,harm,['harm'],[['harm' '3']],['harm']
396,396,harness,['rein_in' 'harness' 'tackle' 'rule' 'rein' 'draw_rein'],[['harness' '1']],['harness']
397,397,harvest,['reap' 'harvest' 'glean'],[['harvest' '3']],['harvest']
398,398,hemagglutinate,['hemagglutinate' 'haemagglutinate'],[['hemagglutinate' '3']],['hemagglutinate']
399,399,highlight,['foreground' 'play_up' 'spotlight' 'highlight'],"[['highlight' '63']
 ['spotlight' '1']]",['highlight' 'spotlight']
400,400,hinge,['hinge'],[['hinge' '1']],['hinge']
401,401,hint,['suggest' 'hint'],[['hint' '10']],['hint']
402,402,home,['home'],[['home' '9']],['home']
403,403,hop,['skip' 'hop' 'hop-skip'],[['hop' '4']],['hop']
404,404,horn,['horn' 'tusk'],[['horn' '1']],['horn']
405,405,hospitalize,['hospitalize' 'hospitalise'],"[['hospitalise' '102']
 ['hospitalize' '572']]",['hospitalise' 'hospitalize']
406,406,house,['domiciliate' 'put_up' 'house'],[['house' '3']],['house']
407,407,humanize,['humanise' 'humanize'],"[['humanise' '1']
 ['humanize' '6']]",['humanise' 'humanize']
408,408,hypothesize,"['say' 'hypothesise' 'theorise' 'guess' 'conjecture' 'reckon'
 'hypothecate' 'theorize' 'opine' 'think' 'speculate' 'suppose'
 'hypothesize' 'presuppose' 'imagine']","[['hypothesise' '4']
 ['hypothesize' '41']
 ['suppose' '2']
 ['theorize' '2']]",['hypothesise' 'hypothesize' 'suppose' 'theorize']
409,409,inflame,"['catch_fire' 'conflagrate' 'wake' 'combust' 'heat' 'stir_up' 'take_fire'
 'light' 'enkindle' 'erupt' 'inflame' 'kindle' 'ignite' 'fire_up']","[['ignite' '1']
 ['inflame' '3']]",['ignite' 'inflame']
410,410,immigrate,['immigrate'],[['immigrate' '1']],['immigrate']
411,411,vaccinate,['immunise' 'immunize' 'inoculate' 'vaccinate'],"[['immunise' '15']
 ['immunize' '228']
 ['inoculate' '49']
 ['vaccinate' '2946']]",['immunise' 'immunize' 'inoculate' 'vaccinate']
412,412,impair,['impair' 'mar' 'deflower' 'spoil' 'vitiate'],[['impair' '30']],['impair']
413,413,impend,['impend'],[['impend' '2']],['impend']
414,414,import,['spell' 'import'],[['import' '14']],['import']
415,415,inactivate,['deactivate' 'demobilize' 'inactivate' 'demobilise'],[['inactivate' '459']],['inactivate']
416,416,incarcerate,"['put_away' 'fall_back' 'imprison' 'fall_behind' 'remand' 'incarcerate'
 'put_behind_bars' 'immure' 'lag' 'jug' 'gaol' 'dawdle' 'jail']","[['incarcerate' '4']
 ['jail' '2']
 ['lag' '4']]",['incarcerate' 'jail' 'lag']
417,417,prompt,"['incite' 'cue' 'remind' 'instigate' 'prompt' 'propel' 'motivate'
 'stir_up' 'egg_on' 'move' 'prod' 'inspire' 'actuate' 'set_off']","[['incite' '1']
 ['motivate' '3']
 ['prompt' '29']
 ['remind' '1']]",['incite' 'motivate' 'prompt' 'remind']
418,418,increase,['increase'],[['increase' '2274']],['increase']
419,419,index,['index'],[['index' '6']],['index']
420,420,indurate,['indurate' 'harden' 'inure'],[['indurate' '1']],['indurate']
421,421,industrialize,['industrialize' 'industrialise'],[['industrialize' '1']],['industrialize']
422,422,infect,['taint' 'infect'],[['infect' '1081']],['infect']
423,423,infiltrate,['pass_through' 'infiltrate' 'penetrate'],[['infiltrate' '11']],['infiltrate']
424,424,inform,['inform'],[['inform' '159']],['inform']
425,425,transfuse,"['inculcate' 'impregnate' 'transfuse' 'tincture' 'instil' 'instill' 'cup'
 'ingrain' 'infuse' 'impress' 'steep']","[['infuse' '4']
 ['instill' '4']
 ['transfuse' '20']]",['infuse' 'instill' 'transfuse']
426,426,inhale,"['urge_on' 'animate' 'root_on' 'urge' 'breathe_in' 'press' 'inspire'
 'invigorate' 'cheer' 'revolutionize' 'exhort' 'barrack' 'prompt'
 'revolutionise' 'enliven' 'overturn' 'pep_up' 'instigate' 'inhale'
 'exalt' 'advocate' 'recommend']","[['inhale' '7']
 ['inspire' '6']
 ['revolutionize' '1']
 ['urge' '5']]",['inhale' 'inspire' 'revolutionize' 'urge']
427,427,inherit,['inherit'],[['inherit' '4']],['inherit']
428,428,initialize,['initialize' 'initialise' 'format'],[['initialize' '1']],['initialize']
429,429,initiate,"['originate' 'induct' 'initiate' 'lead_up' 'open_up' 'broach' 'start'
 'pioneer']","[['initiate' '86']
 ['pioneer' '3']]",['initiate' 'pioneer']
430,430,inject,['interject' 'shoot' 'come_in' 'interpose' 'put_in' 'throw_in' 'inject'],[['inject' '33']],['inject']
431,431,innovate,['introduce' 'innovate'],[['innovate' '1']],['innovate']
432,432,scrutinize,"['size_up' 'visit' 'scrutinise' 'audit' 'inspect' 'take_stock'
 'scrutinize']","[['inspect' '1']
 ['scrutinize' '5']]",['inspect' 'scrutinize']
433,433,institutionalize,['charge' 'institutionalise' 'send' 'institutionalize' 'commit'],"[['institutionalise' '1']
 ['institutionalize' '3']]",['institutionalise' 'institutionalize']
434,434,instruct,['apprize' 'teach' 'learn' 'instruct' 'apprise'],[['instruct' '2']],['instruct']
435,435,instrument,['instrumentate' 'instrument'],[['instrument' '1']],['instrument']
436,436,interact,['interact'],[['interact' '9']],['interact']
437,437,interfere,['intervene' 'interpose' 'interfere' 'step_in'],"[['interfere' '15']
 ['intervene' '1']]",['interfere' 'intervene']
438,438,mediate,['liaise' 'intermediate' 'intercede' 'mediate' 'arbitrate'],"[['intermediate' '1']
 ['mediate' '407']]",['intermediate' 'mediate']
439,439,interpret,"['see' 'construe' 'rede' 'read' 'translate' 'render' 'represent'
 'interpret' 'understand']",[['interpret' '41']],['interpret']
440,440,question,"['interrogate' 'wonder' 'call_into_question' 'marvel' 'enquire' 'query'
 'oppugn' 'inquire' 'interview' 'question']","[['interrogate' '8']
 ['question' '10']
 ['wonder' '2']]",['interrogate' 'question' 'wonder']
441,441,intersperse,['interlard' 'intersperse'],[['intersperse' '1']],['intersperse']
442,442,interview,['interview' 'question'],[['interview' '17']],['interview']
443,443,intubate,['intubate' 'cannulate' 'cannulize' 'cannulise' 'canulate'],[['intubate' '6']],['intubate']
444,444,invade,"['invade' 'intrude_on' 'overrun' 'encroach_upon' 'obtrude_upon' 'occupy'
 'infest']",[['invade' '1']],['invade']
445,445,invert,['turn_back' 'invert' 'reverse'],[['invert' '2']],['invert']
446,446,investigate,['investigate' 'inquire' 'enquire' 'look_into'],[['investigate' '596']],['investigate']
447,447,invite,"['call_for' 'bid' 'ask_round' 'invite' 'ask_over' 'tempt' 'take_in'
 'ask_for' 'receive' 'ask_in' 'pay_for']",[['invite' '39']],['invite']
448,448,irradiate,['enlighten' 'ray' 'irradiate'],[['irradiate' '1']],['irradiate']
449,449,isolate,['insulate' 'isolate' 'sequester' 'set_apart' 'sequestrate' 'keep_apart'],[['isolate' '79']],['isolate']
450,450,itch,['itch' 'spoil' 'scratch' 'rub'],[['itch' '6']],['itch']
451,451,jar,['bump_around' 'jolt' 'clash' 'jar' 'collide' 'shake_up'],[['jar' '1']],['jar']
452,452,threaten,"['peril' 'menace' 'imperil' 'adventure' 'jeopardize' 'hazard' 'endanger'
 'threaten' 'stake' 'venture' 'jeopardise']","[['jeopardize' '2']
 ['threaten' '99']]",['jeopardize' 'threaten']
453,453,justify,"['justify' 'excuse' 'apologise' 'apologize' 'rationalize' 'warrant'
 'absolve' 'vindicate' 'rationalise' 'free']",[['justify' '12']],['justify']
454,454,kill,"['defeat' 'obliterate' 'shoot_down' 'pop' 'pour_down' 'vote_out'
 'wipe_out' 'bolt_down' 'drink_down' 'stamp_out' 'kill' 'belt_down' 'down'
 'vote_down' 'toss_off']",[['kill' '30']],['kill']
455,455,lack,['miss' 'lack'],[['lack' '156']],['lack']
456,456,laud,['proclaim' 'glorify' 'laud' 'exalt' 'extol'],[['laud' '1']],['laud']
457,457,lay,"['lie' 'put_down' 'lie_in' 'put' 'dwell' 'pose' 'set' 'rest' 'consist'
 'lay' 'repose' 'lie_down' 'place' 'position']","[['lay' '21']
 ['lie' '3']]",['lay' 'lie']
458,458,layer,['layer'],[['layer' '1']],['layer']
459,459,leverage,['leverage'],[['leverage' '14']],['leverage']
460,460,linger,"['lallygag' 'loaf' 'linger' 'lurk' 'lounge' 'hang_around' 'dawdle'
 'mill_about' 'mill_around' 'tarry' 'mess_about' 'footle' 'hover'
 'lollygag' 'loiter']",[['linger' '3']],['linger']
461,461,list,['name' 'list' 'number' 'lean' 'heel'],[['list' '26']],['list']
462,462,localize,['localize' 'focalise' 'set' 'localise' 'place' 'focalize'],"[['localise' '5']
 ['localize' '20']]",['localise' 'localize']
463,463,locate,['locate' 'settle' 'situate' 'turn_up' 'site' 'place'],[['locate' '27']],['locate']
464,464,log,['log' 'lumber'],[['log' '2']],['log']
465,465,long,['hanker' 'yearn' 'long'],[['long' '1']],['long']
466,466,relax,"['release' 'decompress' 'loosen_up' 'make_relaxed' 'slack' 'undo'
 'unstrain' 'loose' 'free' 'slack_up' 'unlax' 'untie' 'unleash' 'relax'
 'liberate' 'slacken' 'unbend' 'let_loose' 'loosen' 'tease_apart' 'unwind'
 'unloosen' 'slow_down' 'tease' 'unloose']","[['loose' '1']
 ['loosen' '1']
 ['relax' '5']]",['loose' 'loosen' 'relax']
467,467,lose,"['mislay' 'fall_behind' 'misplace' 'suffer' 'turn_a_loss' 'fall_back'
 'recede' 'miss' 'lose' 'drop_off']",[['lose' '35']],['lose']
468,468,low,['moo' 'low'],[['low' '2']],['low']
469,469,lower,"['lour' 'get_down' 'glower' 'let_down' 'bring_down' 'lower' 'take_down'
 'depress' 'turn_down' 'frown']",[['lower' '38']],['lower']
470,470,lubricate,['lube' 'lubricate'],[['lubricate' '1']],['lubricate']
471,471,lyophilise,['lyophilise' 'lyophilize'],"[['lyophilise' '5']
 ['lyophilize' '2']]",['lyophilise' 'lyophilize']
472,472,mail,['post' 'get_off' 'mail' 'send'],[['mail' '5']],['mail']
473,473,man,['man'],[['man' '1']],['man']
474,474,mandate,['mandate'],[['mandate' '9']],['mandate']
475,475,map,['map_out' 'represent' 'map'],[['map' '12']],['map']
476,476,marry,"['get_hitched_with' 'wed' 'marry' 'espouse' 'splice' 'get_married'
 'hook_up_with' 'tie' 'conjoin']",[['marry' '2']],['marry']
477,477,mask,['mask' 'cloak' 'disguise' 'block_out' 'dissemble'],[['mask' '71']],['mask']
478,478,masquerade,['masquerade'],[['masquerade' '1']],['masquerade']
479,479,maximize,['maximize' 'maximise'],"[['maximise' '1']
 ['maximize' '30']]",['maximise' 'maximize']
480,480,mentor,['mentor'],[['mentor' '1']],['mentor']
481,481,message,['message'],[['message' '3']],['message']
482,482,mimic,['mime' 'mimic'],[['mimic' '6']],['mimic']
483,483,mine,['mine'],[['mine' '2']],['mine']
484,484,minimize,"['downplay' 'minimise' 'minimize' 'denigrate' 'understate' 'derogate'
 'belittle']","[['minimise' '12']
 ['minimize' '33']
 ['understate' '2']]",['minimise' 'minimize' 'understate']
485,485,mirror,['mirror'],[['mirror' '8']],['mirror']
486,486,misdirect,"['bring_down' 'demoralise' 'pervert' 'weaken' 'undermine' 'misaddress'
 'profane' 'misguide' 'debase' 'overthrow' 'overturn' 'lead_astray'
 'vitiate' 'sabotage' 'deprave' 'debauch' 'countermine' 'demoralize'
 'misdirect' 'counteract' 'subvert' 'mislead' 'corrupt']","[['misdirect' '1']
 ['subvert' '1']]",['misdirect' 'subvert']
487,487,misinterpret,"['misinterpret' 'misread' 'be_amiss' 'misapprehend' 'misconstrue'
 'misunderstand' 'misconceive']",[['misinterpret' '1']],['misinterpret']
488,488,mismatch,['mismatch'],[['mismatch' '12']],['mismatch']
489,489,mistake,['slip' 'err' 'misidentify' 'mistake'],[['mistake' '1']],['mistake']
490,490,model,"['posture' 'pattern' 'simulate' 'pose' 'mold' 'mock_up' 'sit' 'mould'
 'model']",[['model' '37']],['model']
491,491,modulate,['regulate' 'inflect' 'tone' 'modulate'],[['modulate' '28']],['modulate']
492,492,monitor,['supervise' 'monitor'],[['monitor' '277']],['monitor']
493,493,mount,"['rise' 'wax' 'bestride' 'climb_up' 'put_on' 'mount_up' 'climb' 'hop_on'
 'jump_on' 'go_up' 'mount' 'climb_on' 'get_on' 'ride']",[['mount' '69']],['mount']
494,494,mouse,['mouse' 'sneak' 'creep' 'pussyfoot'],[['mouse' '1']],['mouse']
495,495,mutate,['mutate'],[['mutate' '33']],['mutate']
496,496,nab,['nab' 'nail' 'pick_up' 'arrest' 'apprehend' 'collar' 'cop'],[['nab' '2']],['nab']
497,497,navigate,['voyage' 'pilot' 'sail' 'navigate'],[['navigate' '1']],['navigate']
498,498,nest,['nestle' 'nuzzle' 'snuggle' 'cuddle' 'nest' 'draw_close'],[['nest' '30']],['nest']
499,499,neutralize,"['waste' 'negate' 'do_in' 'counteract' 'knock_off' 'neutralise'
 'liquidate' 'countervail' 'neutralize' 'nullify' 'counterbalance']","[['neutralise' '234']
 ['neutralize' '1511']]",['neutralise' 'neutralize']
500,500,nod,['nod'],[['nod' '2']],['nod']
501,501,normalize,['normalize' 'anneal' 'renormalise' 'temper' 'renormalize' 'normalise'],"[['normalise' '4']
 ['normalize' '11']]",['normalise' 'normalize']
502,502,notch,['notch'],[['notch' '1']],['notch']
503,503,object,['object'],[['object' '1']],['object']
504,504,objectify,"['externalize' 'depersonalise' 'exteriorise' 'exteriorize' 'depersonalize'
 'externalise' 'objectify']",[['objectify' '1']],['objectify']
505,505,optimize,['optimise' 'optimize'],"[['optimise' '6']
 ['optimize' '75']]",['optimise' 'optimize']
506,506,orient,['point' 'tailor' 'orientate' 'orient'],[['orient' '7']],['orient']
507,507,orphan,['orphan'],[['orphan' '2']],['orphan']
508,508,oscillate,['vacillate' 'hover' 'oscillate' 'vibrate'],[['oscillate' '1']],['oscillate']
509,509,outnumber,['outnumber'],[['outnumber' '1']],['outnumber']
510,510,outpace,['outpace'],[['outpace' '1']],['outpace']
511,511,outweigh,['outweigh' 'overbalance' 'outbalance' 'preponderate'],[['outweigh' '40']],['outweigh']
512,512,overburden,['overburden'],[['overburden' '1']],['overburden']
513,513,overemphasize,['overstress' 'overemphasise' 'overemphasize'],[['overemphasize' '1']],['overemphasize']
514,514,overestimate,['overrate' 'overestimate' 'overvalue'],[['overestimate' '9']],['overestimate']
515,515,overlap,['overlap'],[['overlap' '43']],['overlap']
516,516,overload,['overload' 'clog' 'overcharge' 'surcharge'],[['overload' '1']],['overload']
517,517,ovulate,['ovulate'],[['ovulate' '1']],['ovulate']
518,518,owe,['owe'],[['owe' '21']],['owe']
519,519,possess,['own' 'possess' 'have'],"[['own' '7']
 ['possess' '13']]",['own' 'possess']
520,520,pain,['anguish' 'trouble' 'pain' 'hurt' 'ail'],[['pain' '6']],['pain']
521,521,partition,['partition' 'zone' 'partition_off'],[['partition' '5']],['partition']
522,522,partner,['partner'],[['partner' '2']],['partner']
523,523,pave,['pave'],[['pave' '4']],['pave']
524,524,peak,['peak' 'top_out'],[['peak' '89']],['peak']
525,525,penalize,['penalize' 'punish' 'penalise'],[['penalize' '3']],['penalize']
526,526,perpetuate,['perpetuate'],[['perpetuate' '2']],['perpetuate']
527,527,personalize,['individualise' 'individualize' 'personalize' 'personalise'],[['personalize' '17']],['personalize']
528,528,phase,['phase'],[['phase' '6']],['phase']
529,529,pigment,['pigment'],[['pigment' '1']],['pigment']
530,530,pinpoint,['nail' 'pinpoint'],[['pinpoint' '1']],['pinpoint']
531,531,plague,"['molest' 'chivy' 'blight' 'hassle' 'harry' 'beset' 'chevvy' 'plague'
 'provoke' 'chivvy' 'chevy' 'harass']",[['plague' '1']],['plague']
532,532,plate,['plate'],[['plate' '1']],['plate']
533,533,plot,['plot' 'diagram' 'plat'],[['plot' '6']],['plot']
534,534,polarize,['polarise' 'polarize'],[['polarize' '2']],['polarize']
535,535,pool,['pool'],[['pool' '191']],['pool']
536,536,potentiate,['potentiate'],[['potentiate' '2']],['potentiate']
537,537,power,['power'],[['power' '4']],['power']
538,538,prevent,"['rule_out' 'foreclose' 'close_out' 'keep' 'prevent' 'forbid' 'preclude'
 'forestall']","[['preclude' '4']
 ['prevent' '574']]",['preclude' 'prevent']
539,539,precondition,['precondition'],[['precondition' '1']],['precondition']
540,540,predicate,['proclaim' 'predicate' 'connote'],[['predicate' '1']],['predicate']
541,541,predispose,['predispose'],[['predispose' '40']],['predispose']
542,542,preexist,['preexist'],[['preexist' '41']],['preexist']
