,Lemmatized Verb,Frequency,Synset,Status
369,call,81,"['anticipate' 'shout' 'scream' 'squall' 'visit' 'ring' 'send_for'
 'promise' 'name' 'call' 'call_off' 'call_up' 'hollo' 'foretell' 'bid'
 'call_in' 'holler' 'cry' 'forebode' 'predict' 'prognosticate' 'shout_out'
 'yell' 'address' 'phone' 'telephone']",valid
370,calve,3,['calve' 'break_up' 'have_young'],valid
371,campaign,1,"['agitate' 'take_the_field' 'push' 'press' 'crusade' 'fight' 'campaign'
 'run']",valid
372,cancel,1,"['set_off' 'scratch' 'call_off' 'delete' 'invalidate' 'cancel' 'offset'
 'strike_down' 'scrub']",valid
373,cancerfunding,1,,invalid
374,candidate,1,,invalid
375,canine,37,,invalid
376,capitalize,1,['take_advantage' 'capitalise' 'capitalize'],valid
377,capture,55,"['seize' 'catch' 'beguile' 'captivate' 'capture' 'becharm' 'bewitch'
 'enamor' 'appropriate' 'trance' 'enchant' 'entrance' 'get' 'charm'
 'conquer' 'fascinate' 'enamour']",valid
378,carcass,7,,invalid
379,cardiomyocytes,1,,invalid
380,carditis,1,,invalid
381,care,10,['worry' 'manage' 'handle' 'deal' 'wish' 'like' 'care' 'give_care'],valid
382,carry,177,"['post' 'stock' 'contain' 'have_a_bun_in_the_oven' 'express' 'persuade'
 'gestate' 'hold' 'behave' 'transport' 'transmit' 'convey' 'pack' 'deport'
 'impart' 'extend' 'stockpile' 'comport' 'carry' 'run' 'channel' 'expect'
 'sway' 'bear' 'take' 'dribble' 'conduct' 'acquit']",valid
383,case1,2,,invalid
384,caseÃÂÂcontrol,1,,invalid
385,catalogue,1,['catalogue' 'catalog'],valid
386,catch,3,"['hitch' 'watch' 'overtake' 'capture' 'enchant' 'enamour' 'charm'
 'trip_up' 'pick_up' 'catch_up_with' 'bewitch' 'enamor' 'fascinate'
 'catch' 'overhear' 'captivate' 'take_in' 'view' 'arrest' 'grab' 'see'
 'beguile' 'becharm' 'take_hold_of' 'trance' 'entrance' 'get']",valid
387,categorise,5,['categorise' 'categorize'],valid
388,categorize,35,['categorise' 'categorize'],valid
389,causation,1,,invalid
390,cause,856,['induce' 'have' 'get' 'stimulate' 'cause' 'do' 'make'],valid
391,ccvax,1,,invalid
392,cd169,1,,invalid
393,cd20ÃÂÂdepleted,1,,invalid
394,cdv,1,,invalid
395,cease,1,"['give_up' 'end' 'finish' 'terminate' 'lay_off' 'discontinue' 'stop'
 'cease' 'quit']",valid
396,cell,1,,invalid
397,cellÃÂÂbased,3,,invalid
398,cellÃÂÂdepleting,1,,invalid
399,cellÃÂÂderived,1,,invalid
400,cellÃÂÂmediated,6,,invalid
401,censor,6,['censor' 'ban'],valid
402,center,4,"['revolve_around' 'concentrate_on' 'center' 'focus' 'revolve_about'
 'concentrate' 'rivet' 'center_on' 'centre' 'focus_on' 'pore']",valid
403,centre,4,['center' 'focus' 'concentrate' 'rivet' 'centre' 'pore'],valid
404,centrifuge,2,['centrifuge' 'centrifugate'],valid
405,centuryÃÂÂold,1,,invalid
406,ceo2,1,,invalid
407,certify,8,"['endorse' 'evidence' 'attest' 'indorse' 'certify' 'manifest' 'license'
 'demonstrate' 'licence']",valid
408,chad,16,,invalid
409,chadchad,4,,invalid
410,chadoxl,2,,invalid
411,chain,3,['chain'],valid
412,chair,1,['chair' 'lead' 'moderate' 'chairman'],valid
413,challenge,146,['take_exception' 'dispute' 'gainsay' 'challenge'],valid
414,change,87,"['commute' 'deepen' 'modify' 'vary' 'switch' 'exchange' 'shift' 'change'
 'convert' 'transfer' 'interchange' 'alter']",valid
415,characterise,32,['characterize' 'qualify' 'characterise'],valid
416,characteristic,1,,invalid
417,characterize,298,['characterize' 'qualify' 'characterise'],valid
418,check,10,"['break' 'contain' 'watch' 'fit' 'train' 'learn' 'suss_out' 'check_off'
 'find_out' 'hold' 'mark' 'chink' 'retard' 'control' 'look_into'
 'check_up_on' 'determine' 'check_over' 'insure' 'ascertain' 'turn_back'
 'see_to_it' 'mark_off' 'curb' 'tick' 'stop' 'condition' 'hold_back'
 'discipline' 'match' 'checker' 'ensure' 'moderate' 'gibe' 'chequer'
 'correspond' 'check_out' 'check_into' 'arrest' 'check' 'tick_off'
 'assure' 'tally' 'see' 'delay' 'crack' 'hold_in' 'jibe' 'go_over' 'agree']",valid
419,cheek,2,['cheek'],valid
420,chemoprophylaxis,1,,invalid
421,chemotarget,1,,invalid
422,childbearing,11,,invalid
423,chill,1,['chill' 'cool' 'cool_down'],valid
424,chongqing,2,,invalid
425,choose,25,['opt' 'pick_out' 'prefer' 'choose' 'take' 'select'],valid
426,cic,1,,invalid
427,ciliated,1,,invalid
428,cimed,1,,invalid
429,cioms,1,,invalid
430,cir,3,,invalid
431,circulate,333,"['circulate' 'circularise' 'circle' 'propagate' 'spread' 'broadcast'
 'disseminate' 'mobilise' 'go_around' 'disperse' 'pass_around'
 'circularize' 'distribute' 'mobilize' 'pass_on' 'diffuse']",valid
432,cite,9,"['summon' 'name' 'advert' 'cite' 'reference' 'adduce' 'mention' 'abduce'
 'summons' 'bring_up' 'refer' 'quote']",valid
433,citrate,1,['citrate'],valid
434,citrullinated,2,,invalid
435,claim,18,['claim' 'lay_claim' 'exact' 'take' 'arrogate'],valid
436,clarify,31,['elucidate' 'clarify' 'clear_up'],valid
437,classify,83,['relegate' 'classify' 'separate' 'sort_out' 'class' 'assort' 'sort'],valid
438,clean,3,"['cleanse' 'clean' 'make_clean' 'houseclean' 'scavenge' 'clean_house'
 'pick' 'strip']",valid
439,clear,20,"['crystalize' 'acquit' 'authorise' 'shed_light_on' 'clear' 'sack' 'pass'
 'crystalise' 'top' 'elucidate' 'pull_in' 'solve' 'illuminate' 'bring_in'
 'discharge' 'realize' 'exculpate' 'earn' 'sack_up' 'assoil'
 'straighten_out' 'realise' 'exonerate' 'crystallise' 'take_in' 'gain'
 'enlighten' 'make' 'net' 'unclutter' 'brighten' 'authorize' 'crystallize'
 'sort_out' 'light_up' 'clear_up']",valid
440,cleave,1,['stick' 'cohere' 'cleave' 'rive' 'cling' 'split' 'adhere'],valid
441,clinical,1,,invalid
442,clinicalimaging,1,,invalid
443,cloister,1,['cloister'],valid
444,clone,1,['clone'],valid
445,close,8,"['shut' 'fill_up' 'shut_down' 'fold' 'close_down' 'close' 'conclude'
 'come_together' 'close_up']",valid
446,clot,9,['clot' 'clabber' 'coagulate' 'clog' 'curdle'],valid
447,clozapine,1,,invalid
448,clungene,2,,invalid
449,cluster,32,['constellate' 'flock' 'cluster' 'bunch' 'bunch_up' 'bundle' 'clump'],valid
450,cml,19,,invalid
451,cmv,1,,invalid
452,cnki,5,,invalid
453,co,15,,invalid
454,coat,18,['surface' 'coat' 'cake'],valid
455,cocoon,2,['cocoon'],valid
456,cod,16,"['befool' 'put_on' 'twit' 'fool' 'put_one_across' 'tease' 'taunt' 'ride'
 'bait' 'razz' 'take_in' 'tantalize' 'put_one_over' 'tantalise' 'gull'
 'dupe' 'cod' 'rag' 'slang' 'rally']",valid
457,coexist,4,['coexist'],valid
458,coexpressing,1,,invalid
459,cohabit,1,['shack_up' 'live_together' 'cohabit'],valid
460,cohort,3,,invalid
461,coin,1,['mint' 'strike' 'coin'],valid
462,coincide,17,['coincide' 'cooccur' 'concur' 'co-occur'],valid
463,coinfected,7,,invalid
464,coli,11,,invalid
465,collaborate,4,['collaborate' 'cooperate' 'get_together' 'join_forces'],valid
466,collate,11,['collate'],valid
467,collect,950,"['compile' 'pull_together' 'hoard' 'call_for' 'amass' 'pile_up' 'pick_up'
 'pull_in' 'take_in' 'collect' 'gather' 'roll_up' 'accumulate' 'garner'
 'gather_up']",valid
468,colocalize,1,,invalid
469,colonize,4,['colonize' 'colonise'],valid
470,color,1,"['colourize' 'colourise' 'discolour' 'distort' 'color' 'gloss' 'colorise'
 'colour_in' 'emblazon' 'discolor' 'color_in' 'tinge' 'colorize' 'colour']",valid
471,combat,15,['battle' 'combat'],valid
472,combine,213,"['commingle' 'fuse' 'combine' 'unite' 'coalesce' 'aggregate' 'mix'
 'conflate' 'compound' 'meld' 'flux' 'merge' 'immix' 'blend']",valid
473,come,49,"['follow' 'come_up' 'fare' 'issue_forth' 'come_in' 'add_up' 'amount'
 'descend' 'derive' 'arrive' 'get_along' 'occur' 'do' 'fall' 'come'
 'number' 'make_out' 'hail' 'get' 'total']",valid
474,commence,14,"['lead_off' 'get_down' 'get' 'commence' 'begin' 'set_about' 'start'
 'embark_on' 'set_out' 'start_up' 'start_out']",valid
475,commercialize,2,['commercialise' 'commercialize' 'market'],valid
476,communicate,3,"['commune' 'pass_along' 'communicate' 'transmit' 'convey'
 'intercommunicate' 'pass_on' 'put_across' 'pass']",valid
477,communityÃÂÂacquired,4,,invalid
478,comparatorpwh,1,,invalid
479,compare,3159,['compare' 'equate' 'liken'],valid
480,comparingcombining,2,,invalid
481,compart,1,['compart'],valid
482,compartmentalize,1,['compartmentalise' 'cut_up' 'compartmentalize'],valid
483,compending,1,,invalid
484,compensate,11,"['make_up' 'counterbalance' 'pay' 'overcompensate' 'redress' 'pay_off'
 'compensate' 'cover' 'remunerate' 'indemnify' 'even_off' 'repair'
 'recompense' 'right' 'even_out' 'correct' 'even_up']",valid
485,compete,28,['contend' 'vie' 'compete'],valid
486,compile,8,"['compile' 'hoard' 'compose' 'amass' 'pile_up' 'collect' 'roll_up'
 'accumulate']",valid
487,complain,22,['plain' 'quetch' 'kvetch' 'kick' 'sound_off' 'complain'],valid
488,complement,6,['complement'],valid
489,complete,273,"['complete' 'finish' 'nail' 'make_out' 'fill_out' 'discharge' 'dispatch'
 'fill_in']",valid
490,complexed,2,,invalid
491,complexing,1,,invalid
492,complicate,8,['refine' 'perplex' 'elaborate' 'rarify' 'complicate'],valid
493,comply,6,['follow' 'comply' 'abide_by'],valid
494,compose,38,['compile' 'frame' 'compose' 'draw_up' 'indite' 'write' 'pen'],valid
495,composites,1,,invalid
496,compound,2,['deepen' 'combine' 'heighten' 'compound' 'intensify'],valid
497,comprehend,1,"['comprehend' 'get_the_picture' 'dig' 'cover' 'grok' 'grasp' 'compass'
 'savvy' 'perceive' 'embrace' 'apprehend' 'encompass']",valid
498,comprise,142,"['make_up' 'incorporate' 'contain' 'be' 'consist' 'represent' 'constitute'
 'comprise']",valid
499,compromise,44,['compromise'],valid
500,compute,56,['compute' 'figure' 'work_out' 'cipher' 'reckon' 'calculate' 'cypher'],valid
501,computerise,1,['cybernate' 'computerise' 'computerize'],valid
502,computerize,3,['cybernate' 'computerise' 'computerize'],valid
503,concave,1,,invalid
504,conceal,3,['hold_in' 'hold_back' 'hide' 'conceal'],valid
505,conceive,1,"['conceive' 'conceptualise' 'think' 'gestate' 'conceptualize' 'consider'
 'believe']",valid
506,concentrate,10,"['boil_down' 'digest' 'center' 'centralise' 'contract' 'focus' 'decoct'
 'centralize' 'concentrate' 'rivet' 'centre' 'reduce' 'pore' 'condense']",valid
507,concern,63,"['have-to_doe_with' 'bear_on' 'touch' 'touch_on' 'worry' 'concern'
 'interest' 'come_to' 'occupy' 'refer' 'pertain' 'relate']",valid
508,concern1,1,,invalid
509,concert,2,['concert'],valid
510,conclude,78,['conclude' 'resolve' 'reason' 'close' 'reason_out'],valid
511,conclusionaccording,1,,invalid
512,conclusionduring,1,,invalid
513,conclusionsa,2,,invalid
514,conclusionsbinding,1,,invalid
515,conclusionsimmunosuppressed,1,,invalid
516,conclusionslike,1,,invalid
517,conclusionsneutralizing,1,,invalid
518,conclusionsprotecting,1,,invalid
519,conclusionstaken,1,,invalid
520,conclusionthough,1,,invalid
521,conclusionusing,1,,invalid
522,concur,1,['coincide' 'concur' 'concord' 'hold' 'agree'],valid
523,condense,1,['digest' 'contract' 'distil' 'distill' 'concentrate' 'condense'],valid
524,condition,1,['specify' 'qualify' 'train' 'stipulate' 'check' 'condition' 'discipline'],valid
525,conduct,692,"['channel' 'carry' 'carry_on' 'comport' 'conduct' 'bear' 'guide'
 'transmit' 'convey' 'lead' 'deport' 'deal' 'take' 'impart' 'behave'
 'direct' 'acquit']",valid
526,confer,129,['confer' 'consult' 'bestow' 'confabulate' 'confab'],valid
527,confine,5,"['trammel' 'detain' 'enclose' 'confine' 'throttle' 'circumscribe' 'limit'
 'restrict' 'hold_in' 'hold' 'restrain' 'bound']",valid
528,confirm,1123,"['substantiate' 'reassert' 'support' 'confirm' 'sustain' 'corroborate'
 'affirm']",valid
529,confirmedsuspected,1,,invalid
530,conflict,15,['conflict' 'infringe' 'contravene' 'run_afoul'],valid
531,conform,1,['adjust' 'adapt' 'conform'],valid
532,confound,71,"['befuddle' 'bedevil' 'confuse' 'fuddle' 'fox' 'throw' 'discombobulate'
 'confound']",valid
533,confront,1,['confront' 'present' 'face' 'face_up'],valid
534,confuse,3,"['befuddle' 'bedevil' 'jumble' 'confuse' 'blur' 'fuddle' 'fox' 'throw'
 'mix_up' 'disconcert' 'obnubilate' 'discombobulate' 'put_off' 'confound'
 'flurry' 'obscure']",valid
535,conjugate,13,['conjugate'],valid
536,connect,4,"['colligate' 'unite' 'touch_base' 'link_up' 'plug_into' 'get_in_touch'
 'associate' 'tie_in' 'plug_in' 'join' 'link' 'relate' 'connect' 'tie']",valid
537,consent,20,['consent' 'go_for' 'accept'],valid
538,consent2willing,1,,invalid
539,consent3had,1,,invalid
540,consequence,1,,invalid
541,conserve,33,"['maintain' 'keep_up' 'conserve' 'economize' 'husband' 'economise'
 'preserve']",valid
542,consider,624,"['conceive' 'see' 'weigh' 'moot' 'regard' 'deliberate' 'view' 'think'
 'count' 'reckon' 'consider' 'debate' 'deal' 'take' 'turn_over' 'believe'
 'study' 'look_at']",valid
543,considerable,2,,invalid
544,consist,113,['dwell' 'lie' 'lie_in' 'consist' 'comprise'],valid
545,consolidate,2,['consolidate'],valid
546,constitute,26,"['make_up' 'institute' 'nominate' 'be' 'name' 'found' 'appoint'
 'constitute' 'form' 'establish' 'represent' 'make' 'comprise' 'plant']",valid
547,constrain,6,"['stiffen' 'tighten' 'cumber' 'tighten_up' 'restrain' 'encumber'
 'constrain']",valid
548,construct,26,"['build' 'manufacture' 'reconstruct' 'fabricate' 'construct' 'make'
 'retrace']",valid
549,consult,22,['confer' 'consult' 'confer_with' 'look_up' 'confabulate' 'refer' 'confab'],valid
550,consume,7,"['eat' 'ingest' 'deplete' 'squander' 'have' 'run_through' 'devour'
 'consume' 'ware' 'take_in' 'eat_up' 'use_up' 'wipe_out' 'exhaust'
 'go_through' 'down' 'waste' 'take']",valid
551,contact,15,['touch' 'get_hold_of' 'meet' 'get_through' 'contact' 'adjoin' 'reach'],valid
552,contain,345,"['carry' 'incorporate' 'contain' 'moderate' 'take' 'turn_back' 'hold_in'
 'arrest' 'check' 'hold' 'bear' 'curb' 'hold_back' 'comprise' 'stop'
 'control']",valid
553,contaminate,8,['pollute' 'contaminate' 'foul'],valid
554,contend,2,"['contend' 'postulate' 'grapple' 'make_do' 'compete' 'argue' 'manage'
 'cope' 'make_out' 'fight' 'debate' 'fence' 'deal' 'struggle' 'contest'
 'vie' 'get_by' 'repugn']",valid
555,context,5,,invalid
556,contextualize,2,,invalid
557,contextualized,1,,invalid
558,continue,278,"['keep' 'bear_on' 'retain' 'carry_on' 'cover' 'keep_on' 'continue'
 'remain' 'stay_on' 'go_on' 'go_forward' 'uphold' 'extend' 'preserve'
 'go_along' 'persist_in' 'proceed' 'stay']",valid
559,contract,55,"['sign_up' 'condense' 'squeeze' 'sign' 'reduce' 'abridge' 'shrink'
 'narrow' 'abbreviate' 'press' 'contract' 'compress' 'shorten' 'constrict'
 'undertake' 'cut' 'foreshorten' 'sign_on' 'concentrate' 'take' 'get'
 'compact']",valid
560,contradict,2,['belie' 'negate' 'contradict' 'controvert' 'contravene' 'oppose'],valid
561,contrafect,1,,invalid
562,contraindicate,14,['contraindicate'],valid
563,contrast,7,['contrast' 'counterpoint'],valid
564,contribute,227,"['conduce' 'give' 'chip_in' 'kick_in' 'add' 'bestow' 'contribute' 'put_up'
 'lead' 'bring' 'lend' 'impart']",valid
565,control,575,"['command' 'contain' 'hold' 'master' 'control' 'insure' 'ascertain'
 'verify' 'see_to_it' 'curb' 'ensure' 'moderate' 'operate' 'check'
 'keep_in_line' 'assure' 'see' 'hold_in' 'manipulate']",valid
566,convalesce,3,['convalesce' 'recuperate' 'recover'],valid
567,convalescents,1,,invalid
568,convene,3,['convene' 'convoke'],valid
569,converge,1,['converge' 'meet'],valid
570,convert,68,"['commute' 'win_over' 'exchange' 'change_over' 'convince' 'change'
 'convert']",valid
571,convey,5,"['channel' 'communicate' 'transmit' 'express' 'convey' 'bring' 'carry'
 'take' 'impart' 'get' 'fetch' 'conduct']",valid
572,convince,1,['convert' 'win_over' 'convince'],valid
573,cool,2,['cool_off' 'chill' 'cool' 'cool_down'],valid
574,coordinate,13,['align' 'organise' 'coordinate' 'organize' 'ordinate'],valid
575,cope,2,['contend' 'grapple' 'make_do' 'manage' 'make_out' 'cope' 'deal' 'get_by'],valid
576,coronavac,197,,invalid
577,correct,26,"['rectify' 'chasten' 'even_out' 'slump' 'chastise' 'right' 'even_off'
 'discipline' 'make_up' 'counterbalance' 'redress' 'adjust' 'castigate'
 'compensate' 'objurgate' 'decline' 'sort_out' 'set' 'correct' 'even_up']",valid
578,correlate,539,['correlate'],valid
579,correspond,101,"['tally' 'equate' 'gibe' 'correspond' 'fit' 'jibe' 'stand_for' 'check'
 'agree' 'represent' 'match']",valid
580,corroborate,13,"['substantiate' 'bear_out' 'support' 'validate' 'confirm' 'sustain'
 'underpin' 'corroborate' 'affirm']",valid
581,cortexÃÂÂhilum,1,,invalid
582,cost,3,['be' 'cost'],valid
583,costaining,1,,invalid
584,cough,7,['cough'],valid
585,counsel,6,['rede' 'counsel' 'advise'],valid
586,count,60,"['matter' 'numerate' 'weigh' 'look' 'number' 'bet' 'count' 'reckon'
 'enumerate' 'consider' 'calculate' 'depend']",valid
587,counter,2,['forestall' 'anticipate' 'counter' 'foresee'],valid
588,counteract,7,"['antagonize' 'counteract' 'neutralize' 'counterbalance' 'weaken'
 'antagonise' 'countercheck' 'sabotage' 'undermine' 'subvert'
 'countervail' 'countermine']",valid
589,countryside,1,,invalid
590,couple,31,"['couple' 'copulate' 'twin' 'couple_up' 'partner_off' 'mate' 'pair'
 'couple_on' 'pair_off' 'match']",valid
591,cov-22019,1,,invalid
592,cov-2ÃÂÂinfected,4,,invalid
593,cov-2ÃÂÂrelated,4,,invalid
594,covariates,1,,invalid
595,cove,8,,invalid
596,cover,62,"['cover' 'underwrite' 'continue' 'report' 'overlay' 'cross' 'treat'
 'get_over' 'hatch' 'incubate' 'shroud' 'handle' 'breed' 'brood'
 'comprehend' 'insure' 'extend' 'overcompensate' 'enshroud' 'cover_up'
 'embrace' 'track' 'encompass' 'hide' 'compensate' 'plow' 'wrap_up'
 'address' 'get_across' 'cut_through' 'traverse' 'deal' 'cut_across'
 'pass_over' 'spread_over']",valid
597,covid,81,,invalid
598,covid-19ÃÂÂassociated,3,,invalid
599,covid-19ÃÂÂrelated,16,,invalid
600,covidÃÂÂ19,2,,invalid
601,covidÃÂÂ19ÃÂÂrelated,2,,invalid
602,covidÃÂÂarm,1,,invalid
603,covishield,1,,invalid
604,covishieldtm,1,,invalid
605,covishieldÃÂÂ,2,,invalid
606,craddock,1,,invalid
607,craft,1,['craft'],valid
608,create,74,['make' 'create' 'produce'],valid
609,creatine,1,,invalid
610,cripple,1,['lame' 'stultify' 'cripple'],valid
611,critical,1,,invalid
612,crnt,2,,invalid
613,cross,7,"['cover' 'cross' 'get_over' 'interbreed' 'hybridize' 'spoil' 'foil'
 'queer' 'frustrate' 'hybridise' 'bilk' 'crossbreed' 'intersect' 'span'
 'baffle' 'thwart' 'track' 'sweep' 'scotch' 'get_across' 'cut_through'
 'traverse' 'cut_across' 'pass_over']",valid
614,crossmatch,2,,invalid
615,crossneutralising,1,,invalid
616,crowd,4,['crowd_together' 'push' 'crowd' 'herd'],valid
617,crowdfunded,1,,invalid
618,crowdfunding,1,,invalid
619,crs,1,,invalid
620,crucial,6,,invalid
621,crust,1,['crust'],valid
622,cry,1,"['shout_out' 'cry_out' 'holler' 'cry' 'yell' 'call' 'shout' 'outcry'
 'scream' 'hollo' 'squall' 'exclaim' 'blazon_out' 'call_out' 'weep']",valid
623,cryoglobulinemia,1,,invalid
624,cryopreserved,8,,invalid
625,cs1,2,,invalid
626,csu,5,,invalid
627,culture,14,['culture'],valid
628,curated,1,,invalid
629,curating,1,,invalid
630,curative,1,,invalid
631,curb,17,"['inhibit' 'contain' 'moderate' 'curtail' 'hold_in' 'restrict' 'subdue'
 'cut_back' 'check' 'hold' 'curb' 'stamp_down' 'suppress' 'conquer'
 'control']",valid
632,cure,13,['cure' 'bring_around' 'heal'],valid
633,cureÃÂÂ,1,,invalid
634,curtail,9,['clip' 'curtail' 'cut_short' 'restrict' 'cut_back' 'curb'],valid
635,curve,15,"['crook' 'wind' 'arch' 'twist' 'arc' 'curl' 'kink' 'cut' 'veer' 'trend'
 'slew' 'sheer' 'swerve' 'slue' 'curve']",valid
636,customize,3,['customize' 'customise' 'custom-make' 'tailor-make'],valid
637,cut,43,"['write_out' 'cut_down' 'tailor' 'rationalize' 'geld' 'burn' 'slew' 'skip'
 'slue' 'curve' 'trend' 'thin' 'hack' 'prune' 'edit_out' 'trim_down'
 'veer' 'abridge' 'sheer' 'abbreviate' 'swerve' 'snub' 'turn_off'
 'cut_off' 'cut_back' 'trim' 'disregard' 'rationalise' 'switch_off'
 'contract' 'shorten' 'bring_down' 'ignore' 'thin_out' 'cut' 'issue'
 'make_out' 'trim_back' 'edit' 'foreshorten' 'reduce' 'turn_out' 'dilute']",valid
638,cuttingÃÂÂedge,1,,invalid
639,cvb,1,,invalid
640,cycle,1,['motorbike' 'pedal' 'bicycle' 'bike' 'wheel' 'motorcycle' 'cycle'],valid
641,daichii,1,,invalid
642,damage,1,['damage'],valid
643,dampen,19,"['moisten' 'break' 'weaken' 'deaden' 'muffle' 'mute' 'dull' 'damp' 'wash'
 'tone_down' 'stifle' 'dampen' 'soften']",valid
644,dargestellt,1,,invalid
645,daryl,1,,invalid
646,data,2,,invalid
647,databases,22,,invalid
648,date,4,['go_steady' 'see' 'go_out' 'date' 'date_stamp'],valid
649,deaccelerated,1,,invalid
650,deal,7,"['administer' 'cover' 'make_do' 'divvy_up' 'treat' 'handle' 'care'
 'mete_out' 'contend' 'dish_out' 'dole_out' 'conduct' 'dispense'
 'portion_out' 'sell' 'consider' 'trade' 'look_at' 'deal_out' 'parcel_out'
 'apportion' 'allot' 'cope' 'distribute' 'shell_out' 'lot' 'carry_on'
 'plow' 'address' 'grapple' 'share' 'manage' 'make_out' 'deal' 'take'
 'get_by']",valid
651,deathsduring,1,,invalid
652,debate,5,"['contend' 'deliberate' 'argue' 'turn_over' 'debate' 'consider' 'fence'
 'moot']",valid
653,debilitate,7,['enfeeble' 'debilitate' 'drain'],valid
